question,answer,area
奴隷を使役することで経営された，サトウキビ・タバコ・綿花などの商品作物の大農場を何というか。,プランテーション,南北アメリカ
武器や雑貨をアフリカに運んで奴隷と交換し，その奴隷をアメリカ大陸や西インド諸島の農産物と交換するという貿易を何というか。,三角貿易/大西洋三角貿易,南北アメリカ
イギリス・フランスが進出した際，インド亜大陸ほぼ一帯を支配していたイスラーム国家は何か。,ムガル帝国,南アジア
17世紀初頭，イギリスが北アメリカに最初に設けた植民地を何というか。,ヴァージニア植民地,南北アメリカ
カナダの北東部に位置し，フランス北米植民地の中心となった都市はどこか。,ケベック,南北アメリカ
16世紀後半に王朝が断絶して以降のポーランドの政治体制は何か。,選挙王政,ヨーロッパ
18世紀後半，弱体化したポーランドの領土を，３回にわたりプロイセン・ロシア・オーストリアが奪った事件を何というか。,ポーランド分割,ヨーロッパ
ポーランドの愛国者・軍人で，祖国の分割に抵抗し，義勇軍を率いて蜂起したのは誰か。,コシューシコ,ヨーロッパ
三十年戦争後バルト海の覇権を握ったが，18世紀前半のロシアとの戦争に敗北して弱体化した北欧の国はどこか。,スウェーデン,ヨーロッパ
16世紀のモスクワ大公で，専制政治の基礎を固めるとともにシベリア進出などを行い，「雷帝」と恐れられたのは誰か。,イヴァン４世,ヨーロッパ
イヴァン４世が，ロシア皇帝として正式に用いた称号を何というか。,ツァーリ,ヨーロッパ
1613年から1917年までおよそ300年間続いたロシアの王朝を何というか。,ロマノフ朝,ヨーロッパ
ロシアの絶対王政を確立した皇帝は誰か。,ピョートル１世,ヨーロッパ
ピョートル１世が，ポーランド・デンマークと結んでスウェーデンと戦った戦争を何というか。,北方戦争,ヨーロッパ
ピョートル１世がバルト海沿岸に建設した都市を何というか。,サンクトペテルブルク,ヨーロッパ
1689年，ロシアと清との間で，アルグン川とスタノヴォイ山脈を国境として定めた条約を何というか。,ネルチンスク条約,ヨーロッパ
ロシアの女帝で，クーデタによって帝位につき，学芸の保護，教育改革などの諸改革に尽力したのは誰か。,エカチェリーナ２世,ヨーロッパ
エカチェリーナ２世が，通商を求めて日本に派遣した使節は誰か。,ラクスマン,ヨーロッパ
エカチェリーナ２世の治世後半，コサック出身の貧農が指導しておこった農民反乱を何というか。,プガチョフの乱,ヨーロッパ
1618年にプロイセン公国（かつてのドイツ騎士団領）と合併してプロイセンの基盤を形成した国を何というか。,ブランデンブルク選帝侯国,ヨーロッパ
プロイセンの伝統的な貴族を何というか。,ユンカー,ヨーロッパ
18世紀後半のオーストリアの女帝で，プロイセンと二度にわたって戦うとともに，種々の国政改革につとめたのは誰か。,マリア＝テレジア,ヨーロッパ
マリア＝テレジアの即位に反対して，1740年にオーストリア継承戦争を起こしたプロイセンの王は誰か。,フリードリヒ２世,ヨーロッパ
外交革命で孤立したプロイセンが，イギリスの援助をうけ，1756年オーストリアに対し再びおこした戦争を何というか。,七年戦争,ヨーロッパ
ロシア・プロイセン・オーストリアなど，啓蒙思想の影響を受けた君主が国内で様々な改革を導入する体制を何というか。,啓蒙専制主義,ヨーロッパ
ロシアの東南辺境地帯に住む農民で，狩猟・牧畜・漁業などで生計を立てるとともに，自治的な戦士団を形成した人々を何というか。,コサック,ヨーロッパ
現在のポーランド西南部にある資源の豊富な土地で，オーストリア継承戦争でフリードリヒ２世がオーストリアから奪ったのはどこか。,シュレジエン,ヨーロッパ
シュレジエン奪回をめざすマリア＝テレジアが長年の宿敵だったフランスと同盟したことを何というか。,外交革命,ヨーロッパ
プロイセン第２代の国王で，軍・行政を整え，絶対王政の基礎を築いたのは誰か。,フリードリヒ＝ヴィルヘルム１世,ヨーロッパ
啓蒙専制君主としての自分の立場を表現したフリードリヒ２世の言葉を答えよ。,君主は国家第一の僕,ヨーロッパ
フリードリヒ２世やエカチェリーナ２世に影響を与えたフランスの啓蒙思想家を答えよ。,ヴォルテール,ヨーロッパ
マリア＝テレジアの子で，母と共同統治後親政を行い，宗教寛容令や農奴解放令を発布してオーストリアの近代化に努めたのは誰か。,ヨーゼフ２世,ヨーロッパ
17世紀後半，望遠鏡を改良して天体の運動を観測し，地動説を唱えたのは誰か。,ガリレイ,ヨーロッパ
万有引力の法則をとなえ，近代物理学の祖と呼ばれたのは誰か。,ニュートン,ヨーロッパ
種痘法による免疫獲得を理論化し，近代免疫学の基礎を築いたイギリスの医者は誰か。,ジェンナー,ヨーロッパ
質量不変の法則や，燃焼理論を確立したフランスの化学者は誰か。,ラヴォワジェ,ヨーロッパ
著書『方法序説』の一節「われ思う，ゆえにわれあり」で知られ，演繹法による合理論を説いたフランスの哲学者は誰か。,デカルト,ヨーロッパ
観察と実験を重ね，そこから一般論を導くという帰納法による経験論を説いたイギリスの哲学者は誰か。,フランシス＝ベーコン,ヨーロッパ
イギリスの経験論と大陸の合理論を総合的に批判することで，ドイツ観念論を確立したのは誰か。,カント,ヨーロッパ
『海洋自由論』『戦争と平和の法』などを著し，自然法の思想を国際ルールの確立に適用しようとしたオランダの法学者は誰か。,グロティウス,ヨーロッパ
著書『リヴァイアサン』のなかで，君主による国家統治の重要性を説き，絶対王政を擁護したイギリス人の哲学者は誰か。,ホッブズ,ヨーロッパ
著書『統治二論』（『市民政府二論』）の中で，不当な統治に対する人民の抵抗権をとなえたイギリスの哲学者は誰か。,ロック,ヨーロッパ
『法の精神』で三権分立を主張したのは誰か。,モンテスキュー,ヨーロッパ
『社会契約論』『人間不平等起源論』などを著し，人民主権論を主張してフランス革命に大きな影響を与えた啓蒙思想家は誰か。,ルソー,ヨーロッパ
『哲学書簡』などを著したフランスの啓蒙思想家で，ロシアやプロイセンの君主と親交を持ったのは誰か。,ヴォルテール,ヨーロッパ
ディドロ・ダランベールらが編纂した啓蒙思想の百科事典は何か。,百科全書,ヨーロッパ
著書『瞑想録』（『パンセ』）の中で「人間は考える葦である」という有名な言葉を残したフランスの哲学者・数学者は誰か。,パスカル,ヨーロッパ
重商主義が支配的だった17～18世紀，ケネーやテュルゴーは富の源は土地（農業生産）にあると主張したが，これを何というか。,重農主義,ヨーロッパ
「経済学の父」と呼ばれ，著書『諸国民の富』で自由主義的な経済運営を説いた，イギリスの古典派（自由主義）経済学者は誰か。,アダム＝スミス,ヨーロッパ
17世紀半ば以降のイギリスで，市民の交流の場として発展し，作家やジャーナリストなどが多く集まった場所はどこか。,コーヒーハウス,ヨーロッパ
18世紀，イギリスの植民活動を背景に，『ロビンソン＝クルーソー』を著した作家は誰か。,デフォー,ヨーロッパ
イギリス社会を風刺した『ガリヴァー旅行記』の作者は誰か。,スウィフト,ヨーロッパ
合理論の立場から汎神論的な主張をしたオランダの哲学者は誰か。,スピノザ,ヨーロッパ
クレタ生まれの画家で，長年スペインのトレドに定住し，多くの宗教画や肖像画を残したのは誰か。,エル＝グレコ,ヨーロッパ
17世紀スペインの宮廷画家で，スペイン＝ハプスブルク家の皇族たちを描いたのは誰か。,ベラスケス,ヨーロッパ
オランダの画家で，「夜警」など市民を描いた作品を残したのは誰か。,レンブラント,ヨーロッパ
ルイ14世の時代に活躍したフランスの喜劇作家で，『町人貴族』『ドン・ジュアン』などで知られるのは誰か。,モリエール,ヨーロッパ
フランスの悲劇作家で，ルイ14世に仕えたのは誰か。,ラシーヌ,ヨーロッパ
商業革命以降西欧が発展すると，16世紀頃からエルベ川以東の東欧において，領主が西欧輸出用の穀物を作らせたが，これを何というか。,農場領主制/グーツヘルシャフト,ヨーロッパ
18世紀のイギリスでは，大地主が食糧増産のために合法的に耕作地や森林を囲い込んだが，この動きを何というか。,第２次囲い込み/エンクロージャー,ヨーロッパ
エンクロージャーなどを背景に，イギリスの農業技術・農業経営が大きく変化したことを何というか。,農業革命,ヨーロッパ
産業革命は主としてどのような工業分野から始まったか。,綿工業,ヨーロッパ
1733年，織布工程の能率を向上させる飛び杼を発明したのは誰か。,ジョン＝ケイ,ヨーロッパ
1764年，糸不足を解消するため多軸（ジェニー）紡績機を発明したのは誰か。,ハーグリーヴズ,ヨーロッパ
1769年，水力紡績機を発明したのは誰か。,アークライト,ヨーロッパ
1779年，多軸（ジェニー）紡績機と水力紡績機の長所を取り入れ，ミュール紡績機を発明したのは誰か。,クロンプトン,ヨーロッパ
1785年，力織機を発明したのは誰か。,カートライト,ヨーロッパ
水蒸気のエネルギーを使って機械を動かすしくみを何というか。,蒸気機関,ヨーロッパ
1769年以降，蒸気機関をさらに改良し，あらゆる機械の動力として利用できるようにした発明家は誰か。,ワット,ヨーロッパ
蒸気機関を動力源とする船を何というか。,蒸気船,ヨーロッパ
1807年蒸気船を初めて試作したアメリカ人技師は誰か。,フルトン,ヨーロッパ
蒸気機関を動力源とする鉄道を何というか。,蒸気機関車,ヨーロッパ
蒸気機関車の実用化に成功したイギリス人技師は誰か。,スティーヴンソン,ヨーロッパ
1825年，イギリス東部のストックトン・ダーリントン間に鉄道が開通し，さらに1830年，西部の工業地帯で営業運転が始まったが，このときの発着点を答えよ。,リヴァプール・マンチェスター,ヨーロッパ
産業革命によって交通・運輸に一大変革がもたらされたことを何というか。,交通革命,ヨーロッパ
機械制工場の経営者として労働者を雇い，利益を得た人々を何というか。,資本家/産業資本家,ヨーロッパ
1810年代，貧しい生活に不満をつのらせた労働者らが機械や工場を破壊して社会に抵抗したことを何というか。,ラダイト運動/機械打ちこわし運動,ヨーロッパ
産業革命に成功したイギリスは，19世紀半ばには世界一の工業力を誇るようになったが，この時代のイギリスは何と呼ばれるか。,世界の工場,ヨーロッパ
16世紀のヨーロッパにおいて，人口増加などを背景とした急激な物価上昇を何と呼ぶか。,価格革命,ヨーロッパ
機械の原料として鉄を作る工業を何というか。,鉄工業,ヨーロッパ
イギリスのダービー父子が開発した，上記②の燃料として石炭やコークスを使用する方法を何というか。,コークス製鉄法,ヨーロッパ
イギリスに続き，1830年代から産業革命が進展した国はベルギーとどこか。,フランス,ヨーロッパ
1840年代から本格的に工業化を進展させ，19世紀末には工業生産でイギリスに迫る勢いを見せた国はどこか。,ドイツ,ヨーロッパ
19世紀中頃から工業化を進展させ，60年代には内戦の混乱を克服し，80年代にはイギリスを追い抜く工業国になった国はどこか。,アメリカ,ヨーロッパ
19世紀末頃から産業革命に突入した国はロシアとどこか。,日本,ヨーロッパ
信仰の自由を求めてイギリスを脱出したピルグリム＝ファーザーズは，1620年，アメリカのどこに上陸したか。,プリマス,南北アメリカ
18世紀前半までに，北アメリカ東岸に形成された13のイギリス植民地は，本国にならった議会を設けていたが，これを何というか。,植民地議会,南北アメリカ
1765年，イギリスが植民地に課した，すべての出版物・書類に印紙を添付することを義務づける法律は何か。,印紙法,南北アメリカ
印紙法に対して，植民地の住人は何と言って反発したか。,代表なくして課税なし,南北アメリカ
1773年，イギリスが植民地に課した，アメリカ植民地における茶の独占販売権をイギリス東インド会社に与えるという法律は何か。,茶法,南北アメリカ
1773年12月，上記５に対して，植民地の住人がおこした事件を何というか。,ボストン茶会事件,南北アメリカ
ボストン茶会事件直後の1774年，植民地の代表が会議を開催し，本国への抗議をおこなったが，この会議を何というか。,大陸会議/第１回大陸会議,南北アメリカ
大陸会議が開催された都市はどこか。,フィラデルフィア,南北アメリカ
1775年に開かれた大陸会議の第２回会議で，植民地軍の総司令官に任命されたのは誰か。,ワシントン,南北アメリカ
1776年１月にペイン（トマス＝ペイン）が出版したパンフレットで，イギリスからの独立の正当性を訴えて大きな反響をよんだのは何か。,コモンセンス/常識,南北アメリカ
1776年７月４日，13植民地が採択した宣言を何というか。,独立宣言,南北アメリカ
独立宣言の起草に関わった一人で，のちに第３代アメリカ大統領に就任したのは誰か。,ジェファソン,南北アメリカ
フランクリンらの尽力を背景に，1778年アメリカ独立戦争に植民地側で参戦した国はどこか。,フランス,南北アメリカ
ロシアのエカチェリーナ２世の提唱により，1780年北欧諸国を中心に結成され，アメリカ独立を間接的に支援した同盟を何というか。,武装中立同盟,南北アメリカ
植民地側の勝利が決定した1781年の戦いを何というか。,ヨークタウンの戦い,南北アメリカ
1783年に結ばれたアメリカ独立戦争の講和条約を何というか。,パリ条約,南北アメリカ
アメリカ合衆国で1787年に制定された憲法を何というか。,アメリカ合衆国憲法,南北アメリカ
合衆国憲法では，行政権・立法権・司法権が，互いに独立し抑制し合う原則が確認されたが，この原則を何というか。,三権分立,南北アメリカ
1789年に発足したアメリカの中央政府を何というか。,アメリカ連邦政府,南北アメリカ
アメリカの行政権の長に立つ役職を何というか。,大統領,南北アメリカ
アメリカ独立戦争が勃発するきっかけとなった1775年の戦いを何というか。,レキシントンの戦い,南北アメリカ
フランスの自由主義貴族で，義勇兵として独立軍に参加したのは誰か。,ラ＝ファイエット,南北アメリカ
アメリカの独立を承認したパリ条約で，イギリスがアメリカに割譲した地域はどこか。,ミシシッピ川以東のルイジアナ,南北アメリカ
1787年にフィラデルフィアで開催され，憲法草案の作成を主たる目的とした会議は何か。,憲法制定会議,南北アメリカ
アメリカ合衆国で採用された連邦主義において，中央政府の権限強化を主張した人々を何というか。,連邦派/フェデラリスト,南北アメリカ
連邦派に対し，各州の自治権・主権を主張した人々を何というか。,反連邦派/アンチフェデラリスト,南北アメリカ
フランス革命以前の政治・社会体制の総称を何というか。,アンシャン＝レジーム/旧制度,ヨーロッパ
フランス革命時の国王で，1793年に処刑されたのは誰か。,ルイ16世,ヨーロッパ
フィリップ４世によって始められたフランスの身分制議会で，フランス革命直前，およそ175年ぶりに開催されたのは何か。,全国三部会,ヨーロッパ
全国三部会では身分別議決方法がとられたため，第三身分の人々は反発し，1789年６月新しい議会を結成したが，これを何というか。,国民議会,ヨーロッパ
国民議会の結成に際し，彼らが行った有名な誓いを何というか。,球戯場/テニスコートの誓い,ヨーロッパ
1789年7月14日，革命の火ぶたが切られた襲撃事件は何か。,バスティーユ牢獄の襲撃,ヨーロッパ
国民議会が1789年８月４日に発布した宣言で，領主裁判権や十分の一税の廃止を決定したことを何というか。,封建的特権の廃止,ヨーロッパ
1789年８月26日，国民議会が採択した宣言は何か。,人権宣言,ヨーロッパ
1791年憲法の制定をうけ，国民議会に代わって招集された議会を何というか。,立法議会,ヨーロッパ
立法議会において共和政の樹立を主張し有力となり，政権獲得後オーストリアに宣戦した派閥を何というか。,ジロンド派,ヨーロッパ
立法議会に代わって1792年９月に成立し，王政の廃止と共和政の樹立を宣言（第一共和政）した議会を何というか。,国民公会,ヨーロッパ
少数派ながら国民公会の主導権を握り，国王の処刑をはじめ様々な恐怖政治を行った派閥を何というか。,ジャコバン派,ヨーロッパ
ジャコバン派の中心人物で，反対派の粛清や恐怖政治の推進で革命の徹底をはかったが，クーデタによって処刑されたのは誰か。,ロベスピエール,ヨーロッパ
ロベスピエールが失脚した1794年７月の事件（クーデタ）を何というか。,テルミドールの反動,ヨーロッパ
1795年憲法の制定をうけ成立した新政府を何というか。,総裁政府,ヨーロッパ
イタリア・エジプト遠征で名声を高めたナポレオン＝ボナパルトが，1799年11月に総裁政府を倒し統領体制を樹立した事件を何というか。,ブリュメール18日のクーデタ,ヨーロッパ
1804年，ナポレオンはナポレオン法典を発布するとともに，自らをナポレオン１世と称して皇帝に就いたが，以後，1814年までのフランスの政治体制を何というか。,第一帝政,ヨーロッパ
1805年10 月，ネルソン率いるイギリス海軍がナポレオン軍を破った海戦を何というか。,トラファルガーの海戦,ヨーロッパ
ナポレオンがロシア遠征に失敗したのを機に，プロイセン・ロシア・オーストリアが立ち上がり，勝利した戦いを何というか。,ライプツィヒの戦い/諸国民戦争,ヨーロッパ
1815年６月，ナポレオンが最後に敗れた戦いを何というか。,ワーテルローの戦い,ヨーロッパ
ロベスピエールらのジャコバン政権が設置した委員会で，事実上政府の最高決定機関となったのは何か。,公安委員会,ヨーロッパ
国王処刑をうけ，1793年，イギリス首相ピットの提唱で結成された対仏軍事同盟を何というか。,第１回対仏大同盟,ヨーロッパ
総裁政府下で，政府転覆のクーデタを図ったが事前に発覚し逮捕されたのは誰か。,バブーフ,ヨーロッパ
ナポレオンのエジプト遠征を機に，1799年イギリス・ロシア・オーストリアなどが結んだ軍事同盟を何というか。,第２回対仏大同盟,ヨーロッパ
第一帝政の成立を機に，1805年イギリス・オーストリア・ロシアが結んだ軍事同盟を何というか。,第３回対仏大同盟,ヨーロッパ
ナポレオンがオーストリア・ロシアの連合軍を破り，上記⑤の消滅を招いた1805年12月の戦いを何というか。,アウステルリッツの戦い/三帝会戦,ヨーロッパ
ナポレオン保護下に，西南ドイツ諸邦をあわせて結成された同盟で，神聖ローマ帝国の消滅を招いたものを何というか。,ライン同盟,ヨーロッパ
プロイセン・ロシアを破ったナポレオンが，1807年に両国に結ばせた屈辱的な講和条約を何というか。,ティルジット条約,ヨーロッパ
シュタインの意思を継いでプロイセン改革を推進し，農民解放や行政の近代化などに努めたプロイセンの首相は誰か。,ハルデンベルク,ヨーロッパ
ナポレオンが最後に流された南大西洋上の孤島はどこか。,セントヘレナ島,ヨーロッパ
ラテンアメリカ諸国の独立運動を担った，現地生まれの白人を何というか。,クリオーリョ,南北アメリカ
トゥサン＝ルヴェルチュールを指導者に反乱を起こし，ナポレオン軍を撃退して成立した，史上初の黒人共和国はどこか。,ハイチ,南北アメリカ
ベネズエラ出身の独立運動の指導者で，ラテンアメリカ北部の独立に貢献し，1819年には大コロンビア共和国を樹立した人物は誰か。,ボリバル（シモン＝ボリバル）,南北アメリカ
チリ・ペルーの独立運動を指導した人物は誰か。,サン＝マルティン,南北アメリカ
1823年にヨーロッパとアメリカの相互不干渉を唱えたアメリカ大統領の宣言（教書）を何というか。,モンロー宣言（教書）,ヨーロッパ
フランス革命やナポレオン戦争後の秩序再建のため，1814～15年にオスマン帝国を除くヨーロッパ諸国が参加した会議は何か。,ウィーン会議,ヨーロッパ
ウィーン会議を主催したオーストリアの外相は誰か。,メッテルニヒ,ヨーロッパ
フランス代表のタレーランが提唱した会議の基本原則で，フランス革命前の状態への復帰を目指す考えを何というか。,正統主義,ヨーロッパ
ウィーン会議の後ロシア皇帝が国王を兼任することになった国はどこか。,ポーランド,ヨーロッパ
ウィーン議定書でイギリスがオランダから得た海外領土はケープ植民地とどこか。,スリランカ（セイロン島）,ヨーロッパ
35の君主国と４自由市からなり，オーストリアが議長を務めたドイツの国家連合を何というか。,ドイツ連邦,ヨーロッパ
1815年，キリスト教的友愛の精神で，オスマン帝国・イギリス・ローマ教皇を除くヨーロッパ各国君主により結成された同盟は何か。,神聖同盟,ヨーロッパ
神聖同盟を提唱したロシア皇帝は誰か。,アレクサンドル１世,ヨーロッパ
ウィーン体制を維持するため，イギリス・ロシア・オーストリア・プロイセンが参加し，1815年に結成された軍事・政治同盟は何か。,四国同盟,ヨーロッパ
ウィーン体制に対して，ブルジョワを中心に参政権，個人の自由，平等の尊重を求めて起こした運動を何というか。,自由主義,ヨーロッパ
ウィーン体制に対して，民族独立や国家統一を求める動きは何か。,ナショナリズム,ヨーロッパ
ドイツの自由と統一を求めて，1815年にイエナ大学で結成され大学生の団体を何というか。,ブルシェンシャフト,ヨーロッパ
イタリアの独立と統一を求めて結成され，1820年にナポリ，1821年にピエモンテで革命を起こした秘密結社を何というか。,カルボナリ,ヨーロッパ
1825年，ロシアの青年貴族将校が憲法制定や改革を求めて起こしたが，ニコライ１世によって鎮圧された反乱を何というか。,デカブリストの反乱,ヨーロッパ
イギリス・フランス・ロシアや西欧の義勇兵の支援を得て，1829年にオスマン帝国から独立を達成した国はどこか。,ギリシア,ヨーロッパ
一国のみが強力になり他国を支配しないよう，各国が均衡した力を有することを重視した考えを何というか。,勢力均衡,ヨーロッパ
スペイン＝ブルボン朝の専制に対し，1820年にリェーゴらの自由主義貴族がカディスで起こした革命を何というか。,スペイン立憲革命,ヨーロッパ
ラテンアメリカにおける白人とインディオの混血を何というか。,メスティーソ,南北アメリカ
ラテンアメリカにおける白人と黒人の混血を何というか。,ムラート,南北アメリカ
イダルゴの指導のもとで独立運動がおこり，1821年にスペインからの独立を達成した国はどこか。,メキシコ,南北アメリカ
亡命貴族に多額の補償金を与えるなどの反動政治を推進したために七月革命を招き，イギリスに亡命したブルボン朝の王は誰か。,シャルル10世,ヨーロッパ
1830年７月，フランス国王が国内政治に対する国民の不満を外に向けるために出兵した場所はどこか。,アルジェリア,ヨーロッパ
七月革命で即位したオルレアン家出身の王は誰か。,ルイ＝フィリップ,ヨーロッパ
七月革命で，ルイ＝フィリップによって創始された王政を何というか。,七月王政,ヨーロッパ
七月革命の影響でオランダから独立を達成した国はどこか。,ベルギー,ヨーロッパ
七月革命の影響を受けて，1830～31年にロシアに対して反乱を起こしたが，ロシアの反撃にあって失敗した東欧の国はどこか。,ポーランド,ヨーロッパ
イギリスで1828年に廃止された，非国教徒の公職就任を禁じた法律を何というか。,審査法,ヨーロッパ
オコネル（オコンネル）らの努力で1829年に成立し，カトリック教徒の公職就任が可能になった法律を何というか。,カトリック教徒解放法,ヨーロッパ
七月革命の影響で1832年にグレー内閣によって実現し，都市の産業資本家が議会へ進出することになった改革は何か。,第１回選挙法改正,ヨーロッパ
選挙法改正で廃止された，新興工業都市への人口集中によって有権者人口が激減した農村の選挙区を何というか。,腐敗選挙区,ヨーロッパ
反穀物法同盟を結成し，穀物法廃止を唱えたのはブライトと誰か。,コブデン,ヨーロッパ
アダム＝スミスにより提唱され，貿易における国家の干渉に反対し穀物法や航海法の廃止を要求した主張を何というか。,自由貿易主義,ヨーロッパ
第１回選挙法改正で選挙権を獲得できなかった労働者が中心となり，普通選挙の実施を求めて起こした運動を何というか。,チャーティスト運動,ヨーロッパ
労働者が議会に提出した請願書で，男子普通選挙・議員の財産資格廃止など６か条を内容としたものを何というか。,人民憲章,ヨーロッパ
労働者の待遇改善を唱え，アメリカで理想的協同社会ニューハーモニーの建設を試みたが失敗したイギリスの実業家は誰か。,（ロバート＝）オーウェン,ヨーロッパ
オーウェンらの努力で制定された，年少者の労働時間などを制限した法律を何というか。,工場法,ヨーロッパ
勤労階級による合理的な産業社会実現を構想したフランスの社会主義者は誰か。,サン＝シモン,ヨーロッパ
協同組合的理想社会の実現を唱えたフランスの社会主義者は誰か。,フーリエ,ヨーロッパ
ドイツ生まれの社会主義者で，哲学・経済学・歴史学を総合し弁証法と唯物史観を確立して，社会主義社会の実現を説いた人物は誰か。,マルクス,ヨーロッパ
1848年，マルクスがエンゲルスと協力して発表したもので，人類の歴史を階級闘争の歴史としてとらえた著作は何か。,『共産党宣言』,ヨーロッパ
ウィルバーフォースらの運動により，1833年にイギリスで植民地地主の反対を押し切って廃止されることになった制度は何か。,奴隷制,ヨーロッパ
1833年，東インド会社に認められていたある国との貿易独占権が廃止されたが，ある国とはどこか。,中国,ヨーロッパ
人道主義的立場から理想社会の実現をはかろうとした社会主義は何と呼ばれるか。,空想的社会主義,ヨーロッパ
マルクス・エンゲルスが唱えた社会主義を何というか。,科学的社会主義,ヨーロッパ
小生産者や労働者らの結合による社会の変革を主張し，無政府主義（アナーキズム）の先駆となったフランスの社会主義者は誰か。,プルードン,ヨーロッパ
極端な制限選挙を行う七月王政に対し，産業革命で力を増した中小ブルジョワや労働者が実施を求めたのは何か。,選挙権拡大（普通選挙）,ヨーロッパ
二月革命で打倒され，イギリスへ亡命した七月王政の王は誰か。,ルイ＝フィリップ,ヨーロッパ
二月革命によって成立した共和政を何というか。,第二共和政,ヨーロッパ
二月革命で組織された臨時政府に参加した社会主義者は誰か。,ルイ＝ブラン,ヨーロッパ
社会主義者らの主張で，失業労働者のために設置された機関は何か。,国立作業場,ヨーロッパ
国立作業場の閉鎖を機に，社会主義者・労働者が起こした事件を何というか。,六月蜂起,ヨーロッパ
ナポレオン１世の甥で，1848年12月の大統領選挙で当選した人物は誰か。,ルイ＝ナポレオン,ヨーロッパ
ルイ=ナポレオンが1851年のクーデタで独裁権を握り，翌52年に皇帝に就任して何と名乗ったか。,ナポレオン３世,ヨーロッパ
1852年のフランスで成立した政治体制を何というか。,第二帝政,ヨーロッパ
1848年３月，二月革命の影響を受けてウィーンなどドイツ連邦内でおきた革命を何というか。,三月革命,ヨーロッパ
1848年からの革命で失脚したオーストリアの宰相は誰か。,メッテルニヒ,ヨーロッパ
1848年３月，国王に憲法制定を約束させ，自由主義内閣を成立させた民衆蜂起が起こったドイツの都市はどこか。,ベルリン,ヨーロッパ
メッテルニヒの失脚で崩壊することになったヨーロッパの復古的国際秩序を何というか。,ウィーン体制,ヨーロッパ
1848年５月，ドイツ統一と憲法制定のために，自由主義者によって招集された議会を何というか。,フランクフルト国民議会,ヨーロッパ
オーストリアのドイツ人地域などを含めてドイツ統一を進める考え方を何というか。,大ドイツ主義,ヨーロッパ
オーストリアを除いて，プロイセンを中心にドイツ統一を達成しようとする考え方を何というか。,小ドイツ主義,ヨーロッパ
1848年から49年にかけてヨーロッパ各地で起こった自由主義・国民主義の運動を，総称して何というか。,「諸国民の春」,ヨーロッパ
1848年３月以降マジャール人の民族運動が活発化し，翌年４月に独立を宣言した地域はどこか。,ハンガリー,ヨーロッパ
ハンガリーの民族運動の指導者で，独立宣言後，執政官に選出されたが，革命の失敗によりアメリカに亡命した人物は誰か。,コシュート,ヨーロッパ
1848年６月チェック人がオーストリアからの自治を求め，民族運動をおこした地域はどこか。,ベーメン,ヨーロッパ
七月王政の首相として諸改革に反対し，二月革命を招くことになった政治家は誰か。,ギゾー,ヨーロッパ
二月革命前夜，フランス各地で開かれた選挙法改正を目指した集会を何というか。,改革宴会,ヨーロッパ
二月革命によって成立した臨時政府の事実上の首班となった共和主義者は誰か。,ラマルティーヌ,ヨーロッパ
1840年代後半，クラクフ・ポズナニで独立運動が起こったが鎮圧された地域はどこか。,ポーランド,ヨーロッパ
,,
19世紀にオスマン帝国領内の民族問題にヨーロッパ列強が介入して生じた国際的諸問題を，ヨーロッパ列強側から見て何というか。,東方問題,ヨーロッパ
オスマン帝国に対しエジプトのムハンマド＝アリーが領土を要求して開戦し，ヨーロッパ各国が介入した，二度の戦争を何というか。,エジプト＝トルコ戦争,ヨーロッパ
聖地管理権を失ったロシアが，1853年ギリシア正教徒の保護を口実にオスマン帝国に開戦した戦争を何というか。,クリミア戦争,ヨーロッパ
英仏などとの戦争に敗北してロシアの後進性を痛感し，1861年に農奴解放令を発布した皇帝は誰か。,アレクサンドル２世,ヨーロッパ
1863年，ロシアに対して反乱を起こした東欧の地域はどこか。,ポーランド,ヨーロッパ
学生・青年を中心に，農民の啓蒙による社会改革を目指し「ヴ＝ナロード（人民の中へ）」を唱えて農村に入った人々を何というか。,ナロードニキ,ヨーロッパ
ロシアがオーストリアやオスマン帝国に対抗し，バルカン方面への進出を正当化するために利用した思想・運動を何というか。,パン＝スラヴ主義,ヨーロッパ
1878年，ロシア＝トルコ戦争の講和のために結ばれ，ロシアがバルカン半島を事実上の支配下に置いた条約を何というか。,サン＝ステファノ条約,ヨーロッパ
ロシア＝トルコ戦争の講和条約にオーストリア・イギリスが猛反対したため，1878年，ビスマルクの仲介で開催された国際会議を何というか。,ベルリン会議,ヨーロッパ
ベルリン会議でボスニア・ヘルツェゴヴィナの行政権を得た国はどこか。,オーストリア,ヨーロッパ
19世紀後半，イギリスの黄金時代を現出した女王は誰か。,ヴィクトリア女王,ヨーロッパ
保守党の指導者として２度首相に就任し，スエズ運河会社株買収やインド帝国樹立を達成した政治家は誰か。,ディズレーリ,ヨーロッパ
自由党の指導者として４度首相に就任し，第３回選挙法改正や教育法・労働組合法制定などの国内改革に努力した政治家は誰か。,グラッドストン,ヨーロッパ
1867年，第２回選挙法改正で選挙権を獲得したのはどのような人々か。,都市労働者,ヨーロッパ
17世紀にクロムウェルによって征服され，以来，独立や自治を求める運動を行っていた地域はどこか。,アイルランド,ヨーロッパ
ナポレオン３世にスエズ運河の建設を提案した，フランスの外交官は誰か。,レセップス,ヨーロッパ
